ligacao_id,origem,destino,data_hora,duracao_segundos
L00358,(81) 90001-0003,(81) 90001-0012,2025-02-15 10:30:00,713
L00359,(81) 90001-0009,(81) 90001-0010,2025-02-15 16:38:00,414
L00360,(81) 90001-0008,(81) 90001-0009,2025-02-15 13:34:00,114
L00361,(81) 90001-0003,(81) 90001-0012,2025-02-15 06:18:00,140
L00362,(81) 90001-0001,(81) 90001-0002,2025-02-15 17:10:00,725
L00363,(81) 90001-0001,(81) 90001-0002,2025-02-15 20:21:00,819
L00364,(81) 90001-0006,(81) 90001-0011,2025-02-15 09:14:00,506
L00365,(81) 90001-0002,(81) 90001-0004,2025-02-15 21:17:00,232
L00366,(81) 90001-0003,(81) 90001-0012,2025-02-16 10:01:00,333
L00367,(81) 90001-0008,(81) 90001-0009,2025-02-16 16:38:00,839
L00368,(81) 90001-0002,(81) 90001-0006,2025-02-16 16:20:00,379
L00369,(81) 90001-0002,(81) 90001-0004,2025-02-16 21:27:00,474
L00370,(81) 90001-0003,(81) 90001-0006,2025-02-16 13:24:00,770
L00371,(81) 90001-0001,(81) 90001-0002,2025-02-16 21:59:00,259
L00372,(81) 90001-0001,(81) 90001-0008,2025-02-16 20:32:00,855
L00373,(81) 90001-0001,(81) 90001-0008,2025-02-16 21:10:00,447
L00374,(81) 90001-0011,(81) 90001-0012,2025-02-17 07:07:00,611
L00375,(81) 90001-0003,(81) 90001-0006,2025-02-17 12:23:00,348
L00376,(81) 90001-0011,(81) 90001-0012,2025-02-17 18:45:00,807
L00377,(81) 90001-0004,(81) 90001-0008,2025-02-17 23:28:00,400
L00378,(81) 90001-0008,(81) 90001-0009,2025-02-17 10:54:00,339
L00379,(81) 90001-0001,(81) 90001-0003,2025-02-17 12:59:00,717
L00380,(81) 90001-0001,(81) 90001-0008,2025-02-17 09:59:00,80
L00381,(81) 90001-0003,(81) 90001-0012,2025-02-17 18:40:00,99
L00382,(81) 90001-0001,(81) 90001-0003,2025-02-17 07:19:00,497
L00383,(81) 90001-0004,(81) 90001-0009,2025-02-18 23:19:00,256
L00384,(81) 90001-0011,(81) 90001-0012,2025-02-18 15:35:00,378
L00385,(81) 90001-0004,(81) 90001-0008,2025-02-18 16:54:00,692
L00386,(81) 90001-0004,(81) 90001-0008,2025-02-18 15:40:00,35
L00387,(81) 90001-0009,(81) 90001-0010,2025-02-18 08:53:00,716
L00388,(81) 90001-0009,(81) 90001-0010,2025-02-19 06:06:00,568
L00389,(81) 90001-0003,(81) 90001-0006,2025-02-19 22:20:00,727
L00390,(81) 90001-0001,(81) 90001-0008,2025-02-19 10:43:00,637
L00391,(81) 90001-0001,(81) 90001-0002,2025-02-19 17:51:00,879
L00392,(81) 90001-0004,(81) 90001-0008,2025-02-19 17:09:00,836
L00393,(81) 90001-0001,(81) 90001-0008,2025-02-19 21:01:00,270
L00394,(81) 90001-0002,(81) 90001-0006,2025-02-19 15:36:00,642
L00395,(81) 90001-0003,(81) 90001-0012,2025-02-20 06:39:00,197
L00396,(81) 90001-0001,(81) 90001-0002,2025-02-20 21:08:00,623
L00397,(81) 90001-0001,(81) 90001-0002,2025-02-20 17:46:00,347
L00398,(81) 90001-0001,(81) 90001-0004,2025-02-20 12:30:00,229
L00399,(81) 90001-0008,(81) 90001-0009,2025-02-20 11:47:00,213
L00400,(81) 90001-0006,(81) 90001-0011,2025-02-20 18:21:00,775
L00401,(81) 90001-0008,(81) 90001-0009,2025-02-20 19:10:00,462
L00402,(81) 90001-0001,(81) 90001-0008,2025-02-20 21:44:00,408
L00403,(81) 90001-0003,(81) 90001-0006,2025-02-20 22:12:00,712
L00404,(81) 90001-0003,(81) 90001-0006,2025-02-20 21:37:00,230
L00405,(81) 90001-0001,(81) 90001-0004,2025-02-21 18:36:00,125
L00406,(81) 90001-0009,(81) 90001-0010,2025-02-21 15:06:00,401
L00407,(81) 90001-0001,(81) 90001-0003,2025-02-21 15:14:00,515
L00408,(81) 90001-0004,(81) 90001-0008,2025-02-21 10:38:00,664
L00409,(81) 90001-0009,(81) 90001-0010,2025-02-21 18:19:00,662
L00410,(81) 90001-0009,(81) 90001-0010,2025-02-21 10:59:00,426
L00411,(81) 90001-0002,(81) 90001-0006,2025-02-21 22:21:00,740
L00412,(81) 90001-0001,(81) 90001-0003,2025-02-21 09:57:00,191
L00413,(81) 90001-0002,(81) 90001-0004,2025-02-21 22:23:00,793
L00414,(81) 90001-0001,(81) 90001-0002,2025-02-21 11:56:00,226
L00415,(81) 90001-0001,(81) 90001-0002,2025-02-22 13:10:00,811
L00416,(81) 90001-0004,(81) 90001-0008,2025-02-22 12:48:00,389
L00417,(81) 90001-0004,(81) 90001-0009,2025-02-22 14:33:00,379
L00418,(81) 90001-0002,(81) 90001-0006,2025-02-22 07:25:00,641
L00419,(81) 90001-0001,(81) 90001-0004,2025-02-23 21:24:00,278
L00420,(81) 90001-0003,(81) 90001-0012,2025-02-23 12:29:00,581
L00421,(81) 90001-0003,(81) 90001-0006,2025-02-23 11:00:00,405
L00422,(81) 90001-0001,(81) 90001-0008,2025-02-23 18:40:00,209
L00423,(81) 90001-0001,(81) 90001-0002,2025-02-23 23:53:00,135
L00424,(81) 90001-0008,(81) 90001-0009,2025-02-23 10:59:00,639
L00425,(81) 90001-0003,(81) 90001-0012,2025-02-23 12:34:00,537
L00426,(81) 90001-0002,(81) 90001-0006,2025-02-23 17:27:00,85
L00427,(81) 90001-0009,(81) 90001-0010,2025-02-23 15:50:00,671
L00428,(81) 90001-0001,(81) 90001-0002,2025-02-23 10:43:00,849
L00429,(81) 90001-0006,(81) 90001-0011,2025-02-23 22:15:00,877
L00430,(81) 90001-0004,(81) 90001-0009,2025-02-23 13:50:00,158
L00431,(81) 90001-0001,(81) 90001-0003,2025-02-24 23:10:00,556
L00432,(81) 90001-0001,(81) 90001-0003,2025-02-24 15:41:00,359
L00433,(81) 90001-0003,(81) 90001-0012,2025-02-24 23:09:00,382
L00434,(81) 90001-0009,(81) 90001-0010,2025-02-24 20:42:00,94
L00435,(81) 90001-0009,(81) 90001-0010,2025-02-24 22:45:00,203
L00436,(81) 90001-0009,(81) 90001-0010,2025-02-24 21:08:00,451
L00437,(81) 90001-0003,(81) 90001-0006,2025-02-24 23:25:00,96
L00438,(81) 90001-0001,(81) 90001-0002,2025-02-24 15:06:00,420
L00439,(81) 90001-0001,(81) 90001-0004,2025-02-24 22:10:00,805
L00440,(81) 90001-0004,(81) 90001-0009,2025-02-24 10:23:00,425
L00441,(81) 90001-0003,(81) 90001-0012,2025-02-24 15:45:00,208
L00442,(81) 90001-0001,(81) 90001-0003,2025-02-25 15:14:00,719
L00443,(81) 90001-0002,(81) 90001-0006,2025-02-25 12:30:00,408
L00444,(81) 90001-0011,(81) 90001-0012,2025-02-25 15:33:00,749
L00445,(81) 90001-0004,(81) 90001-0008,2025-02-25 06:42:00,527
L00446,(81) 90001-0001,(81) 90001-0003,2025-02-25 16:41:00,805
L00447,(81) 90001-0003,(81) 90001-0012,2025-02-25 06:10:00,843
L00448,(81) 90001-0004,(81) 90001-0009,2025-02-26 11:26:00,898
L00449,(81) 90001-0003,(81) 90001-0012,2025-02-26 13:03:00,591
L00450,(81) 90001-0001,(81) 90001-0004,2025-02-26 20:44:00,523
L00451,(81) 90001-0003,(81) 90001-0006,2025-02-26 15:52:00,556
L00452,(81) 90001-0001,(81) 90001-0003,2025-02-27 19:22:00,812
L00453,(81) 90001-0006,(81) 90001-0011,2025-02-27 16:00:00,572
L00454,(81) 90001-0002,(81) 90001-0006,2025-02-27 07:03:00,597
L00455,(81) 90001-0011,(81) 90001-0012,2025-02-27 23:32:00,323
L00456,(81) 90001-0002,(81) 90001-0006,2025-02-27 12:35:00,224
L00457,(81) 90001-0001,(81) 90001-0004,2025-02-27 22:01:00,664
L00458,(81) 90001-0004,(81) 90001-0009,2025-02-27 07:41:00,764
L00459,(81) 90001-0004,(81) 90001-0008,2025-02-27 13:07:00,670
L00460,(81) 90001-0009,(81) 90001-0010,2025-02-27 07:16:00,486
L00461,(81) 90001-0006,(81) 90001-0011,2025-02-28 21:37:00,763
L00462,(81) 90001-0003,(81) 90001-0012,2025-02-28 21:28:00,373
L00463,(81) 90001-0009,(81) 90001-0010,2025-02-28 18:42:00,393
L00464,(81) 90001-0009,(81) 90001-0010,2025-02-28 11:23:00,324
L00465,(81) 90001-0004,(81) 90001-0008,2025-02-28 15:40:00,319
L00466,(81) 90001-0003,(81) 90001-0012,2025-02-28 20:37:00,115
L00467,(81) 90001-0001,(81) 90001-0004,2025-02-28 08:51:00,336
L00468,(81) 90001-0002,(81) 90001-0006,2025-02-28 17:02:00,652
L00469,(81) 90001-0009,(81) 90001-0010,2025-02-28 06:43:00,99
L00470,(81) 90001-0009,(81) 90001-0010,2025-02-28 21:29:00,703
L00471,(81) 90001-0002,(81) 90001-0004,2025-03-01 10:41:00,285
L00472,(81) 90001-0011,(81) 90001-0012,2025-03-01 22:00:00,649
L00473,(81) 90001-0006,(81) 90001-0011,2025-03-01 11:02:00,323
L00474,(81) 90001-0003,(81) 90001-0006,2025-03-01 06:12:00,887
L00475,(81) 90001-0001,(81) 90001-0002,2025-03-02 06:21:00,869
L00476,(81) 90001-0001,(81) 90001-0003,2025-03-02 09:58:00,243
L00477,(81) 90001-0001,(81) 90001-0004,2025-03-02 16:23:00,522
L00478,(81) 90001-0008,(81) 90001-0009,2025-03-02 20:08:00,267
L00479,(81) 90001-0001,(81) 90001-0003,2025-03-02 19:19:00,527
L00480,(81) 90001-0004,(81) 90001-0008,2025-03-02 08:42:00,875
L00481,(81) 90001-0008,(81) 90001-0009,2025-03-02 06:32:00,652
L00482,(81) 90001-0011,(81) 90001-0012,2025-03-02 06:19:00,51
L00483,(81) 90001-0001,(81) 90001-0008,2025-03-03 13:54:00,307
L00484,(81) 90001-0004,(81) 90001-0009,2025-03-03 17:11:00,841
L00485,(81) 90001-0004,(81) 90001-0008,2025-03-03 18:29:00,382
L00486,(81) 90001-0002,(81) 90001-0004,2025-03-03 12:05:00,310
L00487,(81) 90001-0001,(81) 90001-0008,2025-03-03 16:46:00,38
L00488,(81) 90001-0004,(81) 90001-0008,2025-03-03 12:57:00,411
L00489,(81) 90001-0004,(81) 90001-0009,2025-03-03 18:42:00,280
L00490,(81) 90001-0004,(81) 90001-0009,2025-03-03 12:26:00,795
L00491,(81) 90001-0002,(81) 90001-0006,2025-03-03 18:20:00,410
L00492,(81) 90001-0001,(81) 90001-0008,2025-03-03 22:50:00,287
L00493,(81) 90001-0009,(81) 90001-0010,2025-03-03 06:32:00,105
L00494,(81) 90001-0004,(81) 90001-0009,2025-03-04 19:37:00,787
L00495,(81) 90001-0001,(81) 90001-0003,2025-03-04 10:41:00,231
L00496,(81) 90001-0001,(81) 90001-0008,2025-03-04 10:38:00,455
L00497,(81) 90001-0003,(81) 90001-0012,2025-03-04 12:24:00,685
L00498,(81) 90001-0001,(81) 90001-0002,2025-03-04 17:13:00,217
L00499,(81) 90001-0006,(81) 90001-0011,2025-03-04 17:46:00,492
L00500,(81) 90001-0008,(81) 90001-0009,2025-03-04 19:27:00,73
L00501,(81) 90001-0003,(81) 90001-0012,2025-03-04 12:58:00,84
L00502,(81) 90001-0008,(81) 90001-0009,2025-03-04 12:40:00,502
L00503,(81) 90001-0003,(81) 90001-0012,2025-03-05 21:03:00,864
L00504,(81) 90001-0004,(81) 90001-0008,2025-03-05 12:34:00,422
L00505,(81) 90001-0004,(81) 90001-0009,2025-03-05 16:31:00,425
L00506,(81) 90001-0004,(81) 90001-0008,2025-03-05 23:11:00,64
L00507,(81) 90001-0011,(81) 90001-0012,2025-03-05 16:05:00,543
L00508,(81) 90001-0001,(81) 90001-0003,2025-03-05 13:36:00,29
L00509,(81) 90001-0001,(81) 90001-0002,2025-03-05 13:44:00,666
L00510,(81) 90001-0003,(81) 90001-0012,2025-03-05 12:58:00,116
L00511,(81) 90001-0001,(81) 90001-0002,2025-03-05 18:24:00,379
L00512,(81) 90001-0002,(81) 90001-0006,2025-03-05 16:17:00,885
L00513,(81) 90001-0001,(81) 90001-0003,2025-03-06 11:37:00,655
L00514,(81) 90001-0002,(81) 90001-0006,2025-03-06 15:56:00,602
L00515,(81) 90001-0003,(81) 90001-0006,2025-03-06 18:23:00,22
L00516,(81) 90001-0008,(81) 90001-0009,2025-03-06 19:13:00,306
L00517,(81) 90001-0004,(81) 90001-0008,2025-03-06 20:48:00,750
L00518,(81) 90001-0004,(81) 90001-0009,2025-03-06 16:56:00,437
L00519,(81) 90001-0001,(81) 90001-0004,2025-03-07 08:25:00,323
L00520,(81) 90001-0003,(81) 90001-0012,2025-03-07 09:32:00,163
L00521,(81) 90001-0003,(81) 90001-0012,2025-03-07 07:23:00,399
L00522,(81) 90001-0004,(81) 90001-0008,2025-03-07 23:52:00,516
L00523,(81) 90001-0001,(81) 90001-0004,2025-03-07 16:48:00,196
L00524,(81) 90001-0001,(81) 90001-0008,2025-03-07 07:00:00,170
L00525,(81) 90001-0009,(81) 90001-0010,2025-03-07 06:14:00,212
L00526,(81) 90001-0001,(81) 90001-0004,2025-03-07 21:50:00,21
L00527,(81) 90001-0004,(81) 90001-0009,2025-03-07 18:30:00,280
L00528,(81) 90001-0003,(81) 90001-0012,2025-03-07 12:12:00,464
L00529,(81) 90001-0001,(81) 90001-0008,2025-03-07 22:31:00,321
L00530,(81) 90001-0009,(81) 90001-0010,2025-03-07 12:15:00,608
L00531,(81) 90001-0001,(81) 90001-0003,2025-03-08 10:07:00,466
L00532,(81) 90001-0009,(81) 90001-0010,2025-03-08 17:59:00,169
L00533,(81) 90001-0001,(81) 90001-0003,2025-03-08 11:58:00,614
L00534,(81) 90001-0004,(81) 90001-0008,2025-03-08 21:15:00,630
L00535,(81) 90001-0011,(81) 90001-0012,2025-03-09 22:50:00,891
L00536,(81) 90001-0003,(81) 90001-0006,2025-03-09 06:20:00,215
L00537,(81) 90001-0001,(81) 90001-0004,2025-03-09 10:22:00,580
L00538,(81) 90001-0001,(81) 90001-0004,2025-03-09 21:20:00,18
L00539,(81) 90001-0002,(81) 90001-0006,2025-03-09 12:45:00,629
L00540,(81) 90001-0003,(81) 90001-0012,2025-03-10 06:33:00,348
L00541,(81) 90001-0001,(81) 90001-0002,2025-03-10 17:52:00,647
L00542,(81) 90001-0001,(81) 90001-0008,2025-03-10 13:08:00,399
L00543,(81) 90001-0003,(81) 90001-0012,2025-03-10 18:46:00,300
L00544,(81) 90001-0011,(81) 90001-0012,2025-03-10 22:57:00,787
L00545,(81) 90001-0002,(81) 90001-0004,2025-03-10 21:18:00,134
L00546,(81) 90001-0002,(81) 90001-0004,2025-03-10 19:52:00,241
L00547,(81) 90001-0003,(81) 90001-0006,2025-03-10 14:01:00,453
L00548,(81) 90001-0002,(81) 90001-0004,2025-03-10 21:20:00,458
L00549,(81) 90001-0003,(81) 90001-0006,2025-03-10 08:06:00,299
L00550,(81) 90001-0002,(81) 90001-0006,2025-03-11 10:38:00,33
L00551,(81) 90001-0001,(81) 90001-0004,2025-03-11 20:21:00,759
L00552,(81) 90001-0006,(81) 90001-0011,2025-03-11 19:30:00,646
L00553,(81) 90001-0001,(81) 90001-0003,2025-03-11 09:13:00,364
L00554,(81) 90001-0001,(81) 90001-0003,2025-03-11 12:06:00,110
L00555,(81) 90001-0004,(81) 90001-0008,2025-03-12 13:22:00,547
L00556,(81) 90001-0011,(81) 90001-0012,2025-03-12 23:04:00,427
L00557,(81) 90001-0004,(81) 90001-0009,2025-03-12 23:16:00,80
L00558,(81) 90001-0004,(81) 90001-0008,2025-03-12 21:59:00,134
L00559,(81) 90001-0004,(81) 90001-0009,2025-03-12 19:29:00,377
L00560,(81) 90001-0001,(81) 90001-0008,2025-03-12 19:15:00,777
L00561,(81) 90001-0011,(81) 90001-0012,2025-03-12 11:45:00,102
L00562,(81) 90001-0003,(81) 90001-0012,2025-03-12 11:13:00,249
L00563,(81) 90001-0001,(81) 90001-0004,2025-03-12 14:55:00,545
L00564,(81) 90001-0004,(81) 90001-0009,2025-03-12 21:15:00,750
L00565,(81) 90001-0008,(81) 90001-0009,2025-03-13 11:59:00,275
L00566,(81) 90001-0001,(81) 90001-0004,2025-03-13 06:09:00,553
L00567,(81) 90001-0001,(81) 90001-0008,2025-03-13 13:47:00,740
L00568,(81) 90001-0003,(81) 90001-0006,2025-03-13 15:36:00,879
L00569,(81) 90001-0009,(81) 90001-0010,2025-03-13 11:43:00,764
L00570,(81) 90001-0004,(81) 90001-0008,2025-03-13 15:16:00,53
L00571,(81) 90001-0006,(81) 90001-0011,2025-03-14 14:12:00,147
L00572,(81) 90001-0008,(81) 90001-0009,2025-03-14 07:13:00,70
L00573,(81) 90001-0001,(81) 90001-0003,2025-03-14 16:46:00,278
L00574,(81) 90001-0003,(81) 90001-0012,2025-03-14 18:00:00,740
L00575,(81) 90001-0001,(81) 90001-0004,2025-03-14 19:03:00,691
L00576,(81) 90001-0004,(81) 90001-0009,2025-03-14 10:27:00,515
L00577,(81) 90001-0002,(81) 90001-0004,2025-03-14 11:23:00,310
L00578,(81) 90001-0002,(81) 90001-0004,2025-03-15 12:47:00,556
L00579,(81) 90001-0004,(81) 90001-0008,2025-03-15 06:53:00,265
L00580,(81) 90001-0004,(81) 90001-0009,2025-03-15 22:31:00,362
L00581,(81) 90001-0008,(81) 90001-0009,2025-03-15 23:06:00,99
L00582,(81) 90001-0001,(81) 90001-0008,2025-03-15 07:07:00,226
L00583,(81) 90001-0001,(81) 90001-0003,2025-03-15 19:45:00,773
L00584,(81) 90001-0003,(81) 90001-0012,2025-03-15 19:32:00,193
L00585,(81) 90001-0006,(81) 90001-0011,2025-03-15 21:27:00,515
L00586,(81) 90001-0003,(81) 90001-0012,2025-03-15 10:00:00,216
L00587,(81) 90001-0004,(81) 90001-0008,2025-03-15 16:04:00,665
L00588,(81) 90001-0001,(81) 90001-0003,2025-03-16 22:39:00,71
L00589,(81) 90001-0004,(81) 90001-0009,2025-03-16 23:43:00,778
L00590,(81) 90001-0002,(81) 90001-0006,2025-03-16 23:04:00,38
L00591,(81) 90001-0004,(81) 90001-0009,2025-03-16 08:07:00,222
L00592,(81) 90001-0002,(81) 90001-0004,2025-03-17 19:56:00,666
L00593,(81) 90001-0002,(81) 90001-0004,2025-03-17 08:35:00,263
L00594,(81) 90001-0001,(81) 90001-0004,2025-03-17 19:53:00,661
L00595,(81) 90001-0008,(81) 90001-0009,2025-03-17 06:25:00,520
L00596,(81) 90001-0003,(81) 90001-0006,2025-03-17 21:22:00,616
L00597,(81) 90001-0001,(81) 90001-0003,2025-03-17 16:17:00,128
L00598,(81) 90001-0008,(81) 90001-0009,2025-03-17 15:40:00,855
L00599,(81) 90001-0006,(81) 90001-0011,2025-03-17 10:47:00,580
L00600,(81) 90001-0001,(81) 90001-0008,2025-03-17 06:56:00,79
L00601,(81) 90001-0003,(81) 90001-0012,2025-03-18 19:33:00,794
L00602,(81) 90001-0008,(81) 90001-0009,2025-03-18 13:50:00,706
L00603,(81) 90001-0002,(81) 90001-0004,2025-03-18 13:34:00,859
L00604,(81) 90001-0003,(81) 90001-0012,2025-03-18 08:04:00,479
L00605,(81) 90001-0002,(81) 90001-0006,2025-03-18 15:43:00,749
L00606,(81) 90001-0003,(81) 90001-0012,2025-03-18 23:12:00,204
L00607,(81) 90001-0001,(81) 90001-0003,2025-03-18 20:23:00,832
L00608,(81) 90001-0002,(81) 90001-0004,2025-03-18 22:32:00,610
L00609,(81) 90001-0009,(81) 90001-0010,2025-03-18 12:10:00,34
L00610,(81) 90001-0001,(81) 90001-0003,2025-03-19 19:58:00,636
L00611,(81) 90001-0002,(81) 90001-0004,2025-03-19 21:22:00,343
L00612,(81) 90001-0001,(81) 90001-0008,2025-03-19 17:54:00,188
L00613,(81) 90001-0001,(81) 90001-0002,2025-03-19 16:18:00,492
L00614,(81) 90001-0001,(81) 90001-0004,2025-03-20 12:35:00,821
L00615,(81) 90001-0004,(81) 90001-0008,2025-03-20 10:59:00,755
L00616,(81) 90001-0001,(81) 90001-0003,2025-03-20 08:09:00,280
L00617,(81) 90001-0004,(81) 90001-0008,2025-03-20 18:11:00,487
L00618,(81) 90001-0002,(81) 90001-0006,2025-03-20 12:57:00,651
L00619,(81) 90001-0009,(81) 90001-0010,2025-03-20 16:39:00,642
L00620,(81) 90001-0002,(81) 90001-0004,2025-03-20 22:47:00,288
L00621,(81) 90001-0001,(81) 90001-0004,2025-03-20 23:16:00,515
L00622,(81) 90001-0001,(81) 90001-0008,2025-03-21 19:45:00,492
L00623,(81) 90001-0003,(81) 90001-0006,2025-03-21 20:15:00,857
L00624,(81) 90001-0003,(81) 90001-0006,2025-03-21 08:38:00,144
L00625,(81) 90001-0006,(81) 90001-0011,2025-03-21 21:56:00,713
L00626,(81) 90001-0003,(81) 90001-0012,2025-03-21 09:59:00,496
L00627,(81) 90001-0009,(81) 90001-0010,2025-03-21 18:14:00,588
L00628,(81) 90001-0006,(81) 90001-0011,2025-03-21 18:41:00,463
L00629,(81) 90001-0001,(81) 90001-0003,2025-03-21 12:37:00,143
L00630,(81) 90001-0004,(81) 90001-0008,2025-03-21 12:58:00,380
L00631,(81) 90001-0009,(81) 90001-0010,2025-03-21 17:13:00,771
L00632,(81) 90001-0011,(81) 90001-0012,2025-03-21 12:46:00,602
L00633,(81) 90001-0006,(81) 90001-0011,2025-03-21 15:56:00,714
L00634,(81) 90001-0006,(81) 90001-0011,2025-03-22 14:26:00,302
L00635,(81) 90001-0001,(81) 90001-0008,2025-03-22 19:46:00,310
L00636,(81) 90001-0008,(81) 90001-0009,2025-03-22 23:14:00,161
L00637,(81) 90001-0006,(81) 90001-0011,2025-03-22 14:35:00,217
L00638,(81) 90001-0002,(81) 90001-0004,2025-03-22 06:51:00,809
L00639,(81) 90001-0003,(81) 90001-0006,2025-03-22 12:56:00,656
L00640,(81) 90001-0001,(81) 90001-0004,2025-03-22 15:58:00,666
L00641,(81) 90001-0001,(81) 90001-0004,2025-03-23 14:57:00,165
L00642,(81) 90001-0011,(81) 90001-0012,2025-03-23 22:57:00,784
L00643,(81) 90001-0001,(81) 90001-0002,2025-03-23 08:20:00,172
L00644,(81) 90001-0006,(81) 90001-0011,2025-03-23 17:00:00,268
L00645,(81) 90001-0003,(81) 90001-0012,2025-03-23 22:51:00,186
L00646,(81) 90001-0002,(81) 90001-0004,2025-03-23 09:10:00,207
L00647,(81) 90001-0011,(81) 90001-0012,2025-03-23 17:35:00,697
L00648,(81) 90001-0004,(81) 90001-0008,2025-03-23 17:04:00,181
L00649,(81) 90001-0002,(81) 90001-0006,2025-03-24 12:58:00,681
L00650,(81) 90001-0003,(81) 90001-0006,2025-03-24 22:28:00,156
L00651,(81) 90001-0001,(81) 90001-0004,2025-03-24 20:47:00,388
L00652,(81) 90001-0001,(81) 90001-0002,2025-03-24 20:15:00,396
L00653,(81) 90001-0009,(81) 90001-0010,2025-03-24 18:17:00,652
L00654,(81) 90001-0001,(81) 90001-0008,2025-03-24 14:34:00,185
L00655,(81) 90001-0003,(81) 90001-0012,2025-03-24 08:29:00,408
L00656,(81) 90001-0011,(81) 90001-0012,2025-03-25 08:23:00,187
L00657,(81) 90001-0003,(81) 90001-0012,2025-03-25 14:25:00,311
L00658,(81) 90001-0001,(81) 90001-0003,2025-03-25 17:15:00,141
L00659,(81) 90001-0006,(81) 90001-0011,2025-03-25 16:30:00,877
L00660,(81) 90001-0001,(81) 90001-0003,2025-03-25 14:39:00,404
L00661,(81) 90001-0001,(81) 90001-0003,2025-03-25 11:46:00,851
L00662,(81) 90001-0004,(81) 90001-0009,2025-03-25 10:42:00,171
L00663,(81) 90001-0002,(81) 90001-0006,2025-03-26 08:43:00,796
L00664,(81) 90001-0004,(81) 90001-0008,2025-03-26 07:49:00,673
L00665,(81) 90001-0008,(81) 90001-0009,2025-03-26 22:13:00,78
L00666,(81) 90001-0002,(81) 90001-0006,2025-03-26 21:00:00,692
L00667,(81) 90001-0006,(81) 90001-0011,2025-03-26 22:03:00,797
L00668,(81) 90001-0001,(81) 90001-0003,2025-03-26 20:28:00,746
L00669,(81) 90001-0011,(81) 90001-0012,2025-03-26 11:58:00,369
L00670,(81) 90001-0006,(81) 90001-0011,2025-03-26 08:54:00,645
L00671,(81) 90001-0004,(81) 90001-0009,2025-03-26 09:39:00,805
L00672,(81) 90001-0001,(81) 90001-0003,2025-03-26 10:42:00,242
L00673,(81) 90001-0002,(81) 90001-0006,2025-03-26 17:22:00,538
L00674,(81) 90001-0011,(81) 90001-0012,2025-03-27 17:42:00,393
L00675,(81) 90001-0001,(81) 90001-0004,2025-03-27 07:27:00,71
L00676,(81) 90001-0006,(81) 90001-0011,2025-03-27 10:06:00,124
L00677,(81) 90001-0001,(81) 90001-0008,2025-03-27 08:34:00,483
L00678,(81) 90001-0008,(81) 90001-0009,2025-03-27 18:24:00,143
L00679,(81) 90001-0009,(81) 90001-0010,2025-03-27 11:45:00,558
L00680,(81) 90001-0004,(81) 90001-0008,2025-03-27 13:09:00,506
L00681,(81) 90001-0001,(81) 90001-0002,2025-03-28 21:12:00,294
L00682,(81) 90001-0002,(81) 90001-0004,2025-03-28 23:53:00,281
L00683,(81) 90001-0003,(81) 90001-0006,2025-03-28 20:36:00,578
L00684,(81) 90001-0008,(81) 90001-0009,2025-03-28 19:15:00,829
L00685,(81) 90001-0004,(81) 90001-0008,2025-03-29 07:45:00,326
L00686,(81) 90001-0001,(81) 90001-0002,2025-03-29 11:32:00,500
L00687,(81) 90001-0001,(81) 90001-0003,2025-03-29 20:12:00,900
L00688,(81) 90001-0001,(81) 90001-0004,2025-03-29 12:45:00,504
L00689,(81) 90001-0009,(81) 90001-0010,2025-03-29 19:24:00,814
L00690,(81) 90001-0001,(81) 90001-0003,2025-03-29 06:12:00,285
L00691,(81) 90001-0008,(81) 90001-0009,2025-03-29 09:12:00,524
L00692,(81) 90001-0001,(81) 90001-0002,2025-03-29 23:25:00,876
L00693,(81) 90001-0002,(81) 90001-0006,2025-03-29 19:27:00,282
L00694,(81) 90001-0004,(81) 90001-0009,2025-03-29 22:39:00,676
L00695,(81) 90001-0001,(81) 90001-0004,2025-03-29 19:59:00,458
L00696,(81) 90001-0006,(81) 90001-0011,2025-03-30 18:41:00,670
L00697,(81) 90001-0011,(81) 90001-0012,2025-03-30 16:40:00,515
L00698,(81) 90001-0006,(81) 90001-0011,2025-03-30 09:50:00,865
L00699,(81) 90001-0001,(81) 90001-0008,2025-03-30 17:37:00,59
L00700,(81) 90001-0004,(81) 90001-0008,2025-03-30 08:55:00,482
L00701,(81) 90001-0006,(81) 90001-0011,2025-03-31 12:42:00,778
L00702,(81) 90001-0001,(81) 90001-0002,2025-03-31 11:56:00,776
L00703,(81) 90001-0011,(81) 90001-0012,2025-03-31 22:26:00,56
L00704,(81) 90001-0009,(81) 90001-0010,2025-03-31 19:09:00,379
L00705,(81) 90001-0004,(81) 90001-0009,2025-03-31 20:15:00,677
L00706,(81) 90001-0004,(81) 90001-0008,2025-03-31 12:37:00,890
L00707,(81) 90001-0011,(81) 90001-0012,2025-03-31 08:39:00,629
L00708,(81) 90001-0009,(81) 90001-0010,2025-03-31 20:23:00,313
L00709,(81) 90001-0006,(81) 90001-0011,2025-03-31 23:10:00,617
L00710,(81) 90001-0004,(81) 90001-0008,2025-03-31 15:37:00,16
L00711,(81) 90001-0004,(81) 90001-0009,2025-04-01 21:34:00,291
L00712,(81) 90001-0003,(81) 90001-0006,2025-04-01 18:46:00,767
L00713,(81) 90001-0006,(81) 90001-0011,2025-04-01 07:43:00,58
L00714,(81) 90001-0008,(81) 90001-0009,2025-04-01 10:23:00,250
L00715,(81) 90001-0009,(81) 90001-0010,2025-04-01 16:52:00,513
